Region,Month,Workflow,Original Footprint (gCO2e),Makespan (s),Reduction 6h (%),Overhead,Reduction 12h (%),Overhead,Reduction 24h (%),Overhead,Reduction 48h (%),Overhead,Reduction 96h (%),Overhead
tyo,jul,sarek,4388.43,18265,0.00,802.25,0.00,295.42,0.00,987.08,0.10,540.54,0.10,802.25
tyo,aug,chipseq,3360.38,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,0.00,0.10,585.28
tyo,aug,mag,6364.92,45476,0.00,519.52,0.00,394.52,0.00,513.29,0.00,531.52,0.00,519.52
tyo,aug,montage,173.30,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.10,0.00
tyo,aug,nanoseq,185.98,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.10,0.00,0.10,148.56
tyo,aug,rangeland,3264.72,24799,0.00,1105.26,0.00,452.10,0.00,495.63,0.10,437.63,0.10,1105.26
tyo,aug,rnaseq,2306.89,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,382.69,0.10,725.01
tyo,aug,sarek,4387.68,18265,0.00,715.25,0.00,843.31,0.00,987.08,0.10,540.54,0.10,715.25
tyo,sep,chipseq,3361.09,13324,0.00,1177.88,0.00,578.28,0.00,790.12,0.00,0.00,0.10,1177.88
tyo,sep,mag,6365.70,45476,0.00,825.29,0.00,560.52,0.00,263.76,0.00,838.51,0.00,825.29
tyo,sep,montage,173.33,1900,0.00,0.00,0.00,99.00,0.00,353.00,0.00,47.00,0.10,0.00
tyo,sep,nanoseq,186.01,20032,0.00,142.14,0.00,142.14,0.00,0.00,0.10,0.00,0.10,142.14
tyo,sep,rangeland,3265.48,24799,0.00,800.44,0.00,547.63,0.00,1215.66,0.10,1421.88,0.10,800.44
tyo,sep,rnaseq,2307.44,11011,0.00,1109.38,0.00,578.67,0.00,914.34,0.00,844.19,0.10,1109.38
tyo,sep,sarek,4388.41,18265,0.00,737.24,0.00,564.82,0.00,866.24,0.07,791.24,0.10,737.24
tyo,oct,chipseq,3358.79,13324,0.00,521.74,0.00,589.94,0.00,566.74,0.00,1715.98,0.10,521.74
tyo,oct,mag,6362.53,45476,0.00,234.88,0.00,485.52,0.00,531.52,0.00,2194.97,0.00,234.88
tyo,oct,montage,173.26,1900,0.00,357.00,0.00,295.00,0.10,202.00,0.10,301.00,0.10,357.00
tyo,oct,nanoseq,185.86,20032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.89,0.00,0.00
tyo,oct,rangeland,3262.88,24799,0.00,495.63,0.00,438.63,0.00,517.63,0.00,1608.35,0.00,495.63
tyo,oct,rnaseq,2305.93,11011,0.00,260.34,0.00,490.67,0.00,530.67,0.10,1614.02,0.10,260.34
tyo,oct,sarek,4385.30,18265,0.00,565.54,0.00,626.25,0.00,536.82,0.00,1409.47,0.07,565.54
tyo,nov,chipseq,3359.82,13324,0.00,820.42,0.00,878.41,0.00,406.28,0.10,426.28,0.10,820.42
tyo,nov,mag,6363.43,45476,0.00,341.52,0.00,638.29,0.00,488.99,0.00,1187.26,0.00,341.52
tyo,nov,montage,173.24,1900,0.00,99.00,0.00,99.00,0.00,394.00,0.00,111.00,0.10,99.00
tyo,nov,nanoseq,185.92,20032,0.00,0.00,0.00,69.54,0.00,265.54,0.10,265.54,0.10,0.00
tyo,nov,rangeland,3263.71,24799,0.00,573.67,0.00,790.44,0.00,420.63,0.10,220.81,0.10,573.67
tyo,nov,rnaseq,2306.43,11011,0.00,984.34,0.00,689.01,0.00,566.13,0.10,578.67,0.10,984.34
tyo,nov,sarek,4386.39,18265,0.00,1088.65,0.00,574.82,0.00,635.31,0.10,354.54,0.10,1088.65
tyo,dec,chipseq,3359.83,13324,0.00,576.28,0.00,299.47,0.00,1091.36,0.10,303.74,0.10,576.28
tyo,dec,mag,6363.27,45476,0.00,341.52,0.00,255.76,0.00,905.51,0.00,781.29,0.00,341.52
tyo,dec,montage,173.26,1900,0.00,0.00,0.00,64.00,0.00,394.00,0.10,245.00,0.10,0.00
tyo,dec,nanoseq,185.91,20032,0.00,0.00,0.00,65.52,0.00,73.06,0.10,86.32,0.10,0.00
tyo,dec,rangeland,3263.69,24799,0.00,748.00,0.00,255.05,0.00,448.10,0.10,479.67,0.10,748.00
tyo,dec,rnaseq,2306.46,11011,0.00,851.53,0.00,293.06,0.00,808.01,0.10,558.67,0.10,851.53
tyo,dec,sarek,4386.37,18265,0.00,513.82,0.00,282.42,0.00,813.25,0.10,542.82,0.10,513.82
nsw,jan,chipseq,5131.27,13324,0.17,1035.49,0.90,1097.88,1.50,1927.30,2.27,1610.23,2.33,1035.49
nsw,jan,mag,9874.54,45476,0.20,928.51,0.43,1122.99,0.77,1289.57,0.90,2653.96,1.50,928.51
nsw,jan,montage,249.69,1900,1.07,519.89,1.07,519.89,1.07,519.89,1.07,519.89,1.07,519.89
nsw,jan,nanoseq,289.15,20032,1.83,105.16,2.40,363.98,2.87,241.56,3.07,250.06,3.07,105.16
nsw,jan,rangeland,5021.65,24799,0.50,511.10,1.00,1238.25,1.20,1654.70,1.40,2759.77,1.40,511.10
nsw,jan,rnaseq,3472.66,11011,0.17,387.69,0.20,387.69,0.33,1374.22,1.10,872.01,1.20,387.69
nsw,jan,sarek,6755.36,18265,0.57,1132.67,1.27,1334.09,1.90,2064.92,2.20,2125.34,2.30,1132.67
nsw,feb,chipseq,4471.78,13324,0.13,278.14,0.13,278.14,0.27,479.74,0.33,723.41,0.33,278.14
nsw,feb,mag,9464.96,45476,0.27,785.29,1.23,289.88,2.13,1421.57,2.43,1900.14,6.37,785.29
nsw,feb,montage,238.25,1900,0.00,0.00,0.00,99.00,6.63,103.00,11.43,459.00,11.43,0.00
nsw,feb,nanoseq,261.06,20032,2.37,0.00,2.57,117.81,2.57,117.81,2.57,117.81,3.93,0.00
nsw,feb,rangeland,4661.83,24799,0.50,269.81,1.00,287.81,1.10,1015.25,1.10,1244.00,3.50,269.81
nsw,feb,rnaseq,3108.63,11011,1.40,1100.34,1.83,815.19,1.83,929.38,1.83,1612.02,1.83,1100.34
nsw,feb,sarek,6112.48,18265,0.63,866.31,1.53,297.77,1.63,941.65,1.63,941.65,1.67,866.31
nsw,mar,chipseq,4479.66,13324,0.07,770.41,0.33,815.41,0.50,952.49,0.50,1287.36,0.50,770.41
nsw,mar,mag,9307.79,45476,2.53,729.49,3.90,734.63,5.43,2363.77,13.70,2496.52,13.70,729.49
nsw,mar,montage,220.30,1900,1.03,269.00,1.13,150.00,1.20,150.00,1.20,311.00,1.20,269.00
nsw,mar,nanoseq,260.49,20032,2.17,63.26,2.17,322.49,2.17,322.49,2.17,322.49,10.40,63.26
nsw,mar,rangeland,4659.10,24799,0.37,768.44,0.77,1721.70,0.80,2226.50,0.93,2443.14,9.17,768.44
nsw,mar,rnaseq,2985.34,11011,0.00,0.00,0.00,0.00,0.00,0.00,0.03,284.06,0.03,0.00
nsw,mar,sarek,5984.50,18265,0.43,1073.67,0.47,1223.85,0.47,1364.50,0.50,1800.92,7.70,1073.67
nsw,apr,chipseq,4764.35,13324,0.20,1066.49,0.37,987.49,0.70,1605.98,0.70,1932.98,1.80,1066.49
nsw,apr,mag,9445.62,45476,0.10,754.49,0.10,1110.99,0.10,1224.48,10.07,1980.98,30.33,754.49
nsw,apr,montage,220.81,1900,0.23,497.00,1.03,222.00,1.77,596.00,1.77,596.00,1.77,497.00
nsw,apr,nanoseq,273.09,20032,1.57,482.91,1.57,397.45,1.57,398.62,2.17,216.28,2.83,482.91
nsw,apr,rangeland,4766.15,24799,0.10,883.33,0.10,1036.33,0.50,770.44,1.20,2078.33,1.30,883.33
nsw,apr,rnaseq,3249.52,11011,0.30,882.53,0.30,1015.26,0.53,1612.06,0.73,1275.22,1.90,882.53
nsw,apr,sarek,6317.85,18265,0.23,1358.85,0.23,1764.88,0.23,2190.15,0.57,2498.12,1.33,1358.85
nsw,may,chipseq,4824.88,13324,0.10,1173.88,0.20,1916.98,0.30,1932.98,0.47,2938.46,0.47,1173.88
nsw,may,mag,9302.87,45476,0.27,792.49,0.50,1044.99,0.63,1837.33,1.13,2569.97,1.97,792.49
nsw,may,montage,247.32,1900,0.00,150.00,0.00,99.00,0.40,359.00,0.77,606.00,0.77,150.00
nsw,may,nanoseq,267.54,20032,0.30,171.78,0.33,364.59,0.40,412.92,0.40,171.78,0.50,171.78
nsw,may,rangeland,4693.24,24799,0.10,1013.26,0.20,955.33,0.20,955.33,0.20,955.33,0.30,1013.26
nsw,may,rnaseq,3312.03,11011,0.30,1325.22,0.40,1674.91,0.50,1951.69,0.60,3131.13,0.60,1325.22
nsw,may,sarek,6307.41,18265,0.20,1066.08,0.27,1934.92,0.40,2325.75,0.40,2445.71,0.47,1066.08
nsw,jun,chipseq,4756.67,13324,0.03,861.41,0.47,287.47,0.50,1108.88,0.57,1133.88,0.57,861.41
nsw,jun,mag,9232.89,45476,0.20,790.49,0.20,1194.48,0.23,1149.38,0.47,1019.51,1.17,790.49
nsw,jun,montage,242.15,1900,0.00,202.00,0.00,202.00,0.00,202.00,0.00,202.00,0.00,202.00
nsw,jun,nanoseq,266.95,20032,0.93,105.16,1.07,207.76,1.17,274.07,1.17,541.42,1.17,105.16
nsw,jun,rangeland,4675.10,24799,0.20,790.00,0.40,271.33,0.50,1196.66,0.50,1234.00,0.50,790.00
nsw,jun,rnaseq,3237.63,11011,0.00,0.00,0.00,0.00,0.00,793.26,0.00,648.26,0.00,0.00
nsw,jun,sarek,6250.75,18265,0.20,680.25,0.40,276.77,0.53,1555.50,0.60,1808.88,0.60,680.25
nsw,jul,chipseq,4631.30,13324,0.03,697.12,0.17,295.28,0.17,493.94,0.17,276.47,0.17,697.12
nsw,jul,mag,9105.67,45476,0.20,1038.99,0.40,247.50,0.67,1628.98,0.87,3466.46,1.10,1038.99
nsw,jul,montage,237.96,1900,0.00,0.00,0.00,202.00,0.00,596.00,0.00,280.00,0.30,0.00
nsw,jul,nanoseq,259.22,20032,0.57,216.28,0.60,434.55,0.60,331.49,0.60,331.49,0.60,216.28
nsw,jul,rangeland,4567.93,24799,0.10,716.00,0.10,733.44,0.10,733.44,0.10,520.10,0.10,716.00
nsw,jul,rnaseq,3170.57,11011,0.00,290.06,0.00,262.06,0.00,269.06,0.00,290.06,0.00,290.06
nsw,jul,sarek,6088.84,18265,0.20,822.24,0.20,1112.09,0.23,1847.34,0.23,1847.34,0.23,822.24
nsw,aug,chipseq,4627.70,13324,0.43,795.41,0.70,1063.88,0.70,1083.88,0.70,1063.88,0.70,795.41
nsw,aug,mag,9318.05,45476,0.37,557.99,0.70,283.50,1.27,1481.57,2.40,299.88,2.60,557.99
nsw,aug,montage,237.97,1900,0.00,222.00,0.00,222.00,0.00,403.00,0.00,250.00,0.00,222.00
nsw,aug,nanoseq,259.70,20032,0.63,0.00,0.63,0.00,0.63,82.42,0.63,14.95,0.77,0.00
nsw,aug,rangeland,4604.77,24799,0.00,674.44,0.00,494.63,0.00,218.81,0.00,494.63,0.70,674.44
nsw,aug,rnaseq,3144.28,11011,0.13,292.84,0.40,1119.38,0.47,909.26,0.47,900.26,0.47,292.84
nsw,aug,sarek,6066.70,18265,0.00,228.41,0.00,77.42,0.00,294.41,0.00,228.41,0.03,228.41
nsw,sep,chipseq,5003.44,13324,0.00,497.74,0.00,556.74,0.00,749.12,0.10,727.41,0.10,497.74
nsw,sep,mag,9651.61,45476,0.03,484.99,0.03,990.99,4.33,1312.26,17.60,1620.98,33.47,484.99
nsw,sep,montage,254.95,1900,0.00,0.00,0.00,99.00,0.00,111.00,0.00,158.00,0.00,0.00
nsw,sep,nanoseq,279.02,20032,0.27,7.33,0.33,375.73,0.37,144.92,0.37,144.92,0.37,7.33
nsw,sep,rangeland,4895.51,24799,0.07,841.20,0.07,260.10,0.07,537.15,0.07,514.15,9.00,841.20
nsw,sep,rnaseq,3427.06,11011,0.00,208.06,0.00,226.06,0.00,283.06,0.00,226.34,0.00,208.06
nsw,sep,sarek,6560.11,18265,0.00,548.82,0.00,849.25,0.10,935.67,0.10,761.25,0.10,548.82
nsw,oct,chipseq,4826.76,13324,0.17,299.47,0.20,550.94,0.47,586.94,0.83,1590.23,1.50,299.47
nsw,oct,mag,9565.97,45476,-0.03,286.50,-0.03,692.49,-0.03,936.99,0.13,1674.98,0.47,286.50
nsw,oct,montage,249.44,1900,6.17,295.00,6.17,295.00,6.17,295.00,16.57,381.00,16.57,295.00
nsw,oct,nanoseq,277.57,20032,0.93,227.77,1.10,349.10,1.27,654.20,1.87,406.66,2.17,227.77
nsw,oct,rangeland,4819.46,24799,0.10,286.33,0.10,837.44,0.47,1066.33,0.80,1071.25,0.90,286.33
nsw,oct,rnaseq,3271.77,11011,0.00,283.06,0.10,274.06,0.10,274.06,0.77,1265.68,1.17,283.06
nsw,oct,sarek,6430.66,18265,0.13,293.42,0.33,583.83,0.60,1320.85,1.07,1136.08,1.43,293.42
nsw,nov,chipseq,5045.85,13324,0.00,1094.88,0.10,283.47,0.30,295.47,0.33,537.94,2.37,1094.88
nsw,nov,mag,9572.22,45476,0.00,470.75,0.00,1517.26,0.23,1106.99,0.40,838.49,0.67,470.75
nsw,nov,montage,254.61,1900,0.10,64.00,0.10,333.00,0.10,467.00,0.10,467.00,0.10,64.00
nsw,nov,nanoseq,279.70,20032,0.20,534.09,0.20,207.76,0.23,207.76,1.40,105.16,1.97,534.09
nsw,nov,rangeland,4908.87,24799,0.00,253.05,0.10,1343.88,0.63,741.15,1.50,693.44,1.50,253.05
nsw,nov,rnaseq,3456.40,11011,0.00,0.00,0.00,0.00,0.10,287.06,0.20,592.69,2.60,0.00
nsw,nov,sarek,6591.43,18265,0.10,781.31,0.17,851.25,0.17,814.24,1.00,570.82,1.80,781.31
nsw,dec,chipseq,4990.37,13324,0.00,441.74,0.00,254.37,0.00,283.47,0.00,570.94,1.40,441.74
nsw,dec,mag,9607.42,45476,0.03,417.99,0.10,561.49,2.33,1003.51,11.27,1192.48,15.73,417.99
nsw,dec,montage,254.97,1900,0.00,0.00,0.00,99.00,0.00,99.00,0.00,99.00,0.50,0.00
nsw,dec,nanoseq,278.07,20032,0.30,17.27,0.30,0.00,0.30,0.00,1.03,207.76,1.50,17.27
nsw,dec,rangeland,4891.56,24799,0.00,0.00,0.00,291.67,0.50,504.63,1.20,733.44,6.37,0.00
nsw,dec,rnaseq,3415.54,11011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00
nsw,dec,sarek,6540.63,18265,0.10,297.77,0.10,454.54,0.10,547.82,0.50,1113.67,1.23,297.77
